기준일자,박스오피스순위,영화명,해당일관객수,누적관객수,스크린수,상영횟수
2026-04-24,10,노멀,1775,15602,52,66
2026-04-23,1,살목지,48405,1640299,1150,4090
2026-04-23,2,짱구,20639,52532,678,1584
2026-04-23,3,란 12.3,17231,55309,787,1990
2026-04-23,4,프로젝트 헤일메리,15223,2361911,721,1664
2026-04-23,5,왕과 사는 남자,11285,16639638,642,1346
2026-04-23,6,내 이름은,7089,134073,532,903
2026-04-23,7,리 크로닌의 미이라,4459,12111,346,561
2026-04-23,8,줄무늬 파자마를 입은 소년,3270,3604,153,213
2026-04-23,9,기동전사 건담: 섬광의 하사웨이 키르케의 마녀,2539,7615,90,149
2026-04-23,10,노멀,1744,13827,91,108
2026-04-22,1,살목지,43400,1591894,1172,4155
2026-04-22,2,란 12.3,37037,38078,842,2156
2026-04-22,3,짱구,26848,31893,693,1672
2026-04-22,4,프로젝트 헤일메리,17656,2346688,718,1657
2026-04-22,5,왕과 사는 남자,10893,16628353,611,1333
2026-04-22,6,내 이름은,8333,126984,552,977
2026-04-22,7,리 크로닌의 미이라,6378,7652,368,610
2026-04-22,8,기동전사 건담: 섬광의 하사웨이 키르케의 마녀,5076,5076,90,149
2026-04-22,9,르누아르,3468,4209,127,239
2026-04-22,10,마녀배달부 키키,3253,104074,119,141
2026-04-21,1,살목지,39689,1548494,1253,4516
2026-04-21,2,프로젝트 헤일메리,14892,2329032,900,2144
2026-04-21,3,왕과 사는 남자,13628,16617460,706,1752
2026-04-21,4,내 이름은,9798,118651,624,1358
2026-04-21,5,노멀,1922,10439,124,214
2026-04-21,6,마녀배달부 키키,1806,100821,271,326
2026-04-21,7,쉘터,1714,17896,159,233
2026-04-21,8,힌드의 목소리,1185,12346,112,130
2026-04-21,9,고트: 더 레전드,891,20779,238,276
2026-04-21,10,미야자키 하야오의 그대들은 어떻게 살 것인가,798,6091,78,96
2026-04-20,1,살목지,46984,1508805,1258,4669
2026-04-20,2,프로젝트 헤일메리,16038,2314140,905,2179
2026-04-20,3,왕과 사는 남자,14322,16603832,700,1779
2026-04-20,4,내 이름은,8714,108853,585,1311
2026-04-20,5,마녀배달부 키키,1521,99015,270,336
2026-04-20,6,노멀,965,8517,109,186
2026-04-20,7,고트: 더 레전드,854,19888,240,274
2026-04-20,8,쉘터,851,16182,146,217
2026-04-20,9,힌드의 목소리,696,11161,99,112
2026-04-20,10,트루먼 쇼,540,29792,74,122
2026-04-19,1,살목지,161640,1461821,1465,5882
2026-04-19,2,프로젝트 헤일메리,60871,2298102,1039,2734
2026-04-19,3,왕과 사는 남자,37222,16589510,812,2106
2026-04-19,4,내 이름은,20963,100139,681,1426
2026-04-19,5,고트: 더 레전드,8682,19034,496,800
2026-04-19,6,마녀배달부 키키,5666,97494,351,435
2026-04-19,7,쉘터,3286,15331,172,250
2026-04-19,8,극장판 하이큐!! 쓰레기장의 결전,2313,754737,93,110
2026-04-19,9,노멀,2183,7552,121,217
2026-04-19,10,극장판 귀멸의 칼날: 무한성편,2147,5809650,57,61
2026-04-18,1,살목지,211494,1300181,1511,6142
2026-04-18,2,프로젝트 헤일메리,76956,2237231,1053,2832
2026-04-18,3,왕과 사는 남자,43814,16552288,807,2200
2026-04-18,4,내 이름은,23796,79176,694,1454
2026-04-18,5,고트: 더 레전드,7729,10352,505,789
2026-04-18,6,마녀배달부 키키,7306,91828,361,450
2026-04-18,7,쉘터,3125,12045,167,243
2026-04-18,8,트루먼 쇼,2557,27438,88,138
2026-04-18,9,노멀,2471,5369,133,239
2026-04-18,10,극장판 하이큐!! 쓰레기장의 결전,2244,752424,92,113
2026-04-17,1,살목지,98966,1088687,1375,5168
2026-04-17,2,프로젝트 헤일메리,32892,2160275,1005,2563
2026-04-17,3,왕과 사는 남자,23919,16508474,771,2073
2026-04-17,4,내 이름은,16192,55380,660,1489
2026-04-17,5,마녀배달부 키키,3916,84522,327,459
2026-04-17,6,고트: 더 레전드,2472,2623,339,423
2026-04-17,7,노멀,2366,2898,129,246
2026-04-17,8,쉘터,2291,8920,167,264
2026-04-17,9,트루먼 쇼,1624,24881,70,150
2026-04-17,10,위 리브 인 타임,1343,28430,134,168
2026-04-16,1,살목지,58662,989721,1322,4732
2026-04-16,2,왕과 사는 남자,19251,16484555,769,2011
2026-04-16,3,프로젝트 헤일메리,19228,2127383,932,2328
2026-04-16,4,내 이름은,13799,39188,667,1566
2026-04-16,5,마녀배달부 키키,3043,80606,326,484
2026-04-16,6,"극장판 총집편 걸즈 밴드 크라이 있잖아, 미래.",2920,2920,100,136
2026-04-16,7,쉘터,2840,6629,167,284
2026-04-16,8,짱구,2792,3081,13,14
2026-04-16,9,위 리브 인 타임,1890,27087,127,171
2026-04-16,10,힌드의 목소리,1368,5960,105,135
2026-04-15,1,살목지,68743,931059,1324,4776
2026-04-15,2,프로젝트 헤일메리,21338,2108155,966,2387
2026-04-15,3,왕과 사는 남자,20422,16465304,777,2047
2026-04-15,4,내 이름은,17069,25389,667,1594
2026-04-15,5,마녀배달부 키키,9821,77563,346,547
2026-04-15,6,쉘터,3789,3789,174,298
2026-04-15,7,극장판 하이큐!! 쓰레기장의 결전,2336,748321,108,153
2026-04-15,8,위 리브 인 타임,2282,25197,134,176
2026-04-15,9,트루먼 쇼,2101,22092,69,164
2026-04-15,10,힌드의 목소리,1742,4592,116,145
2026-04-14,1,살목지,64686,862316,1312,4589
2026-04-14,2,왕과 사는 남자,23854,16444882,957,2823
2026-04-14,3,프로젝트 헤일메리,21035,2086817,1083,2704
2026-04-14,4,내 이름은,1945,8320,10,10
2026-04-14,5,크라임 101,1878,17746,158,294
2026-04-14,6,네가 마지막으로 남긴 노래,1472,78787,253,298
2026-04-14,7,끝장수사,1107,85189,250,315
2026-04-14,8,극장판 귀멸의 칼날: 무한성편,949,5803704,68,102
2026-04-14,9,위 리브 인 타임,763,22915,179,284
2026-04-14,10,두 검사,573,10800,35,39
2026-04-13,1,살목지,73629,797630,1279,4566
2026-04-13,2,왕과 사는 남자,23806,16421028,926,2865
2026-04-13,3,프로젝트 헤일메리,23672,2065782,1087,2811
2026-04-13,4,크라임 101,1299,15868,138,264
2026-04-13,5,네가 마지막으로 남긴 노래,1115,77315,227,274
2026-04-13,6,끝장수사,1070,84082,220,285
2026-04-13,7,극장판 귀멸의 칼날: 무한성편,928,5802755,69,98
2026-04-13,8,위 리브 인 타임,921,22152,179,283
2026-04-13,9,내 이름은,729,6375,2,2
2026-04-13,10,명탐정 코난: 세기말의 마술사,599,92744,117,133
2026-04-12,1,살목지,197669,724001,1434,5326
2026-04-12,2,프로젝트 헤일메리,97319,2042110,1234,3499
2026-04-12,3,왕과 사는 남자,65969,16397222,1019,3253
2026-04-12,4,런닝맨: 라이트&쉐도우,5851,13055,193,345
2026-04-12,5,호퍼스,5824,754046,308,396
2026-04-12,6,극장판 귀멸의 칼날: 무한성편,4846,5801827,75,120
2026-04-12,7,위 리브 인 타임,3776,21231,224,359
2026-04-12,8,네가 마지막으로 남긴 노래,3342,76200,283,336
2026-04-12,9,명탐정 코난: 세기말의 마술사,2623,92145,143,165
2026-04-12,9,크라임 101,2623,14569,182,345
2026-04-11,1,살목지,226983,526332,1463,5463
2026-04-11,2,프로젝트 헤일메리,121246,1944791,1264,3643
2026-04-11,3,왕과 사는 남자,70653,16331253,1052,3416
2026-04-11,4,런닝맨: 라이트&쉐도우,6701,7204,196,345
2026-04-11,5,호퍼스,5725,748222,296,380
2026-04-11,6,극장판 귀멸의 칼날: 무한성편,5467,5796981,77,126
2026-04-11,7,위 리브 인 타임,4089,17455,230,379
2026-04-11,8,네가 마지막으로 남긴 노래,3544,72858,292,351
2026-04-11,9,크라임 101,3351,11946,182,349
2026-04-11,10,끝장수사,2655,80840,288,411
2026-04-10,1,살목지,111766,299349,1359,4681
2026-04-10,2,프로젝트 헤일메리,56387,1823545,1215,3296
2026-04-10,3,왕과 사는 남자,38623,16260600,1050,3371
2026-04-10,4,위 리브 인 타임,3657,13366,242,438
2026-04-10,5,끝장수사,2544,78185,337,461
2026-04-10,6,네가 마지막으로 남긴 노래,2499,69314,313,395
2026-04-10,7,크라임 101,2409,8595,192,400
2026-04-10,8,극장판 귀멸의 칼날: 무한성편,2039,5791514,77,119
2026-04-10,9,명탐정 코난: 세기말의 마술사,1474,87005,138,170
2026-04-10,10,좀비딸,1178,5641601,5,5
2026-04-09,1,살목지,70759,187583,1219,3974
2026-04-09,2,프로젝트 헤일메리,33951,1767158,1163,3013
2026-04-09,3,왕과 사는 남자,32842,16221977,1062,3241
2026-04-09,4,위 리브 인 타임,3638,9709,221,437
2026-04-09,5,끝장수사,2734,75641,350,510
2026-04-09,6,크라임 101,2161,6186,194,384
2026-04-09,7,네가 마지막으로 남긴 노래,2143,66815,306,376
2026-04-09,8,명탐정 코난: 세기말의 마술사,1681,85531,132,162
2026-04-09,9,극장판 귀멸의 칼날: 무한성편,1297,5789475,77,114
2026-04-09,10,패왕별희 디 오리지널,1069,166168,42,49
2026-04-08,1,살목지,89911,116824,1191,3873
2026-04-08,2,프로젝트 헤일메리,32139,1733207,1139,2967
2026-04-08,3,왕과 사는 남자,27524,16189135,1040,3203
2026-04-08,4,위 리브 인 타임,5337,6071,220,437
2026-04-08,5,크라임 101,3513,4025,208,436
2026-04-08,6,끝장수사,3498,72907,411,567
2026-04-08,7,그랜드 부다페스트 호텔,3077,838769,81,152
2026-04-08,8,네가 마지막으로 남긴 노래,2835,64672,298,366
2026-04-08,9,마녀배달부 키키,2497,62970,27,54
2026-04-08,10,극장판 귀멸의 칼날: 무한성편,1208,5788178,79,115
2026-04-07,1,왕과 사는 남자,32132,16161611,1263,4151
2026-04-07,2,프로젝트 헤일메리,30580,1701068,1249,3207
2026-04-07,3,끝장수사,5932,69409,593,1148
2026-04-07,4,네가 마지막으로 남긴 노래,4040,61837,487,854
2026-04-07,5,극장판 귀멸의 칼날: 무한성편,2090,5786970,89,230
2026-04-07,6,명탐정 코난: 세기말의 마술사,1242,82807,158,231
2026-04-07,7,호퍼스,1170,740274,178,195
2026-04-07,8,두 검사,941,6171,46,52
2026-04-07,9,극장판 진격의 거인 완결편 더 라스트 어택,892,1030432,51,88
2026-04-07,10,킬 빌: 더 홀 블러디 어페어,829,13170,84,104
2026-04-06,1,왕과 사는 남자,37815,16129479,1235,4317
2026-04-06,2,프로젝트 헤일메리,35092,1670488,1232,3232
2026-04-06,3,끝장수사,7164,63477,580,1153
2026-04-06,4,네가 마지막으로 남긴 노래,3790,57797,478,844
2026-04-06,5,극장판 귀멸의 칼날: 무한성편,2354,5784880,89,233
2026-04-06,6,명탐정 코난: 세기말의 마술사,1353,81565,161,228
2026-04-06,7,호퍼스,1048,739104,186,206
2026-04-06,8,킬 빌: 더 홀 블러디 어페어,983,12341,85,109
2026-04-06,9,극장판 진격의 거인 완결편 더 라스트 어택,659,1029540,51,88
2026-04-06,10,투어스 브이알 콘서트 : 러쉬로드,638,34104,1,8
2026-04-05,1,프로젝트 헤일메리,117008,1635396,1376,3915
2026-04-05,2,왕과 사는 남자,94406,16091664,1353,5104
2026-04-05,3,끝장수사,13346,56313,687,1292
2026-04-05,4,네가 마지막으로 남긴 노래,11758,54007,565,1071
2026-04-05,5,극장판 귀멸의 칼날: 무한성편,11077,5782526,90,239
2026-04-05,6,호퍼스,9077,738056,463,655
2026-04-05,7,살목지,7565,26721,112,140
2026-04-05,8,명탐정 코난: 세기말의 마술사,5531,80212,200,307
2026-04-05,9,리바운드,3029,706398,167,182
2026-04-05,10,펫 트레인,2748,18567,132,165
2026-04-04,1,프로젝트 헤일메리,153841,1518388,1401,4099
2026-04-04,2,왕과 사는 남자,123797,15997258,1392,5417
2026-04-04,3,네가 마지막으로 남긴 노래,16758,42249,593,1160
2026-04-04,4,끝장수사,16587,42967,689,1343
2026-04-04,5,극장판 귀멸의 칼날: 무한성편,14918,5771449,90,256
2026-04-04,6,호퍼스,11402,728979,463,667
2026-04-04,7,살목지,8058,19156,116,144
2026-04-04,8,명탐정 코난: 세기말의 마술사,6311,74681,196,313
2026-04-04,9,펫 트레인,3565,15819,130,166
2026-04-04,10,킬 빌: 더 홀 블러디 어페어,3479,9279,97,122
2026-04-03,1,프로젝트 헤일메리,58078,1364547,1305,3459
2026-04-03,2,왕과 사는 남자,52071,15873461,1370,4922
2026-04-03,3,끝장수사,11763,26380,643,1440
2026-04-03,4,네가 마지막으로 남긴 노래,7267,25491,557,1102
2026-04-03,5,극장판 귀멸의 칼날: 무한성편,5903,5756531,90,264
2026-04-03,6,명탐정 코난: 세기말의 마술사,3166,68370,187,306
2026-04-03,7,호퍼스,1639,717577,212,236
2026-04-03,8,오피셜히게단디즘 라이브 앳 스타디움 2025,1441,4619,56,76
2026-04-03,9,패왕별희 디 오리지널,1358,158989,48,57
2026-04-03,10,극장판 진격의 거인 완결편 더 라스트 어택,1110,1025105,51,96
2026-04-02,1,왕과 사는 남자,39303,15821390,1340,4614
2026-04-02,2,프로젝트 헤일메리,31886,1306469,1166,2987
2026-04-02,3,끝장수사,13957,14617,648,1563
2026-04-02,4,네가 마지막으로 남긴 노래,5257,18224,489,1031
2026-04-02,5,극장판 귀멸의 칼날: 무한성편,4370,5750628,90,275
2026-04-02,6,명탐정 코난: 세기말의 마술사,3315,65204,183,297
2026-04-02,7,오피셜히게단디즘 라이브 앳 스타디움 2025,3178,3178,58,84
2026-04-02,8,호퍼스,1266,715938,196,218
2026-04-02,9,내 이름은,1209,1498,4,5
2026-04-02,10,킬 빌: 더 홀 블러디 어페어,1047,4780,80,111
2026-04-01,1,왕과 사는 남자,50276,15782087,1408,5158
2026-04-01,2,프로젝트 헤일메리,39862,1274583,1244,3291
2026-04-01,3,네가 마지막으로 남긴 노래,11414,12967,560,1408
2026-04-01,4,극장판 귀멸의 칼날: 무한성편,6650,5746258,90,274
2026-04-01,5,명탐정 코난: 세기말의 마술사,2959,61889,197,380
2026-04-01,6,킬 빌: 더 홀 블러디 어페어,2923,3733,88,119
2026-04-01,7,호퍼스,1862,714672,257,307
2026-04-01,8,패왕별희 디 오리지널,1746,156608,54,62
2026-04-01,9,극장판 체인소 맨: 레제편,1366,3453440,26,50
2026-04-01,10,연지구 디 오리지널 4K,999,8624,85,92
2026-03-31,1,왕과 사는 남자,55373,15731811,1464,5574
2026-03-31,2,프로젝트 헤일메리,41494,1234721,1281,3438
2026-03-31,3,명탐정 코난: 세기말의 마술사,3283,58930,207,463
2026-03-31,4,호퍼스,2566,712810,311,398
2026-03-31,5,프로텍터,2268,22785,305,371
2026-03-31,6,극장판 귀멸의 칼날: 무한성편,1819,5739608,24,79
2026-03-31,7,극장판 진격의 거인 완결편 더 라스트 어택,1460,1022357,145,234
2026-03-31,8,첨밀밀 ,1212,17951,123,276
2026-03-31,9,삼악도,1093,92271,98,122
2026-03-31,10,메소드연기,944,59984,160,193
2026-03-30,1,왕과 사는 남자,60583,15676438,1451,5578
2026-03-30,2,프로젝트 헤일메리,42581,1193227,1271,3430
2026-03-30,3,명탐정 코난: 세기말의 마술사,3715,55647,204,485
2026-03-30,4,살목지,2515,10418,10,10
2026-03-30,5,극장판 귀멸의 칼날: 무한성편,2209,5737789,23,76
2026-03-30,6,호퍼스,2159,710244,301,394
2026-03-30,7,프로텍터,1609,20517,302,373
2026-03-30,8,극장판 진격의 거인 완결편 더 라스트 어택,1543,1020897,142,242
2026-03-30,9,투어스 브이알 콘서트 : 러쉬로드,1215,28096,1,8
2026-03-30,10,첨밀밀 ,1010,16739,120,257
2026-03-29,1,왕과 사는 남자,188432,15615855,1578,6530
2026-03-29,2,프로젝트 헤일메리,146841,1150646,1344,3919
2026-03-29,3,호퍼스,19231,708085,572,996
2026-03-29,4,명탐정 코난: 세기말의 마술사,13861,51932,252,589
2026-03-29,5,극장판 귀멸의 칼날: 무한성편,8945,5735580,25,68
2026-03-29,6,극장판 진격의 거인 완결편 더 라스트 어택,6052,1019354,161,264
2026-03-29,7,펫 트레인,5547,11759,184,310
2026-03-29,8,뮤지컬 장수탕 선녀님,3027,7932,153,211
2026-03-29,9,프로텍터,2929,18908,321,404
2026-03-29,10,살목지,2445,7903,80,80
2026-03-28,1,왕과 사는 남자,225287,15427423,1583,6890
2026-03-28,2,프로젝트 헤일메리,173558,1003805,1350,4109
2026-03-28,3,호퍼스,19928,688854,583,1016
2026-03-28,4,명탐정 코난: 세기말의 마술사,17249,38071,252,621
2026-03-28,5,극장판 귀멸의 칼날: 무한성편,7564,5726635,25,51
2026-03-28,6,극장판 진격의 거인 완결편 더 라스트 어택,7200,1013302,169,269
2026-03-28,7,펫 트레인,6012,6212,182,324
2026-03-28,8,프로텍터,3419,15979,334,427
2026-03-28,9,뮤지컬 장수탕 선녀님,2622,4905,134,197
2026-03-28,10,살목지,2524,5458,80,80
2026-03-27,1,왕과 사는 남자,98161,15202136,1554,6349
2026-03-27,2,프로젝트 헤일메리,71435,830247,1301,3690
2026-03-27,3,명탐정 코난: 세기말의 마술사,17357,20822,238,727
2026-03-27,4,극장판 귀멸의 칼날: 무한성편,6359,5719071,24,77
2026-03-27,5,호퍼스,5265,668926,384,499
2026-03-27,6,극장판 진격의 거인 완결편 더 라스트 어택,3594,1006102,163,305
2026-03-27,7,프로텍터,3012,12560,355,463
2026-03-27,8,첨밀밀 ,2283,11094,126,354
2026-03-27,9,메소드연기,1893,55176,203,258
2026-03-27,10,연지구 디 오리지널 4K,1375,4730,120,145
2026-03-26,1,왕과 사는 남자,72421,15103975,1560,5989
2026-03-26,2,프로젝트 헤일메리,41233,758812,1290,3513
2026-03-26,3,극장판 귀멸의 칼날: 무한성편,4450,5712712,24,60
2026-03-26,4,프로텍터,3925,9548,374,522
2026-03-26,5,호퍼스,3316,663661,369,469
2026-03-26,6,극장판 진격의 거인 완결편 더 라스트 어택,2561,1002508,169,302
2026-03-26,7,첨밀밀 ,1819,8811,121,349
2026-03-26,8,폭탄,1433,23192,132,184
2026-03-26,9,메소드연기,1339,53283,211,255
2026-03-26,10,삼악도,1073,86600,120,166
2026-03-25,1,왕과 사는 남자,110068,15031554,1661,6242
2026-03-25,2,프로젝트 헤일메리,73500,717579,1333,3544
2026-03-25,3,극장판 귀멸의 칼날: 무한성편,7303,5708262,24,61
2026-03-25,4,극장판 진격의 거인 완결편 더 라스트 어택,5956,999947,182,329
2026-03-25,5,호퍼스,5780,660345,401,504
2026-03-25,6,프로텍터,5409,5623,413,595
2026-03-25,7,첨밀밀 ,4006,6992,125,356
2026-03-25,8,라이프 오브 파이,3065,1650062,58,126
2026-03-25,9,메소드연기,2057,51944,232,289
2026-03-25,10,연지구 디 오리지널 4K,1402,2718,130,175
2026-03-24,1,왕과 사는 남자,78589,14921486,1550,6041
2026-03-24,2,프로젝트 헤일메리,40107,644079,1273,3591
2026-03-24,3,호퍼스,4279,654565,422,601
2026-03-24,4,메소드연기,3392,49887,430,582
2026-03-24,5,살목지,2784,2784,13,15
2026-03-24,6,극장판 진격의 거인 완결편 더 라스트 어택,2166,993991,58,133
2026-03-24,7,삼악도,1008,84641,155,206
2026-03-24,8,폭탄,876,20385,152,229
2026-03-24,9,휴민트,748,1979498,112,120
2026-03-24,10,오만과 편견,618,907384,75,110
2026-03-23,1,왕과 사는 남자,85889,14842897,1516,6055
2026-03-23,2,프로젝트 헤일메리,42609,603972,1237,3567
2026-03-23,3,호퍼스,3858,650286,413,595
2026-03-23,4,메소드연기,2773,46495,414,575
2026-03-23,5,극장판 진격의 거인 완결편 더 라스트 어택,2411,991825,58,133
2026-03-23,6,삼악도,1076,83633,160,209
2026-03-23,7,폭탄,895,19509,160,240
2026-03-23,8,투어스 브이알 콘서트 : 러쉬로드,610,20813,1,8
2026-03-23,9,오만과 편견,535,906766,80,119
2026-03-23,10,녹나무의 파수꾼,534,8133,208,243
2026-03-22,1,왕과 사는 남자,309383,14757008,1714,7133
2026-03-22,2,프로젝트 헤일메리,160739,561363,1332,4089
2026-03-22,3,호퍼스,39852,646428,724,1563
2026-03-22,4,극장판 진격의 거인 완결편 더 라스트 어택,9782,989414,60,141
2026-03-22,5,메소드연기,8592,43722,482,645
